id	adj.P.Val.SCoV.over.Mock	geneSymbol	logFC.SCoV.over.Mock	P.Value.SCoV.over.Mock	species
NP_005207.2	0.760342108	DDOST	0.187670468	0.68552933	HOMO SAPIENS
NP_000916.2	0.427090191	PDHB	0.343076036	0.331076761	HOMO SAPIENS
NP_057085.2	0.003628274	UTP18	-1.670183637	0.000486485	HOMO SAPIENS
NP_001136040.1	0.007448525	BBX	1.432015534	0.001445348	HOMO SAPIENS
NP_001263215.1	0.477730964	BBX	-0.628500571	0.380667335	HOMO SAPIENS
NP_001271135.1	0.041945806	DCAF5	1.044771375	0.016604505	HOMO SAPIENS
NP_001405.1	0.007239433	EIF2B1	-1.313064926	0.001382999	HOMO SAPIENS
NP_008832.2	0.007122476	MYO9A	2.026949485	0.001352204	HOMO SAPIENS
NP_002196.4	0.000935287	ITGA5	2.555994111	5.88E-05	HOMO SAPIENS
NP_001073349.1	0.004125091	PRKD2	2.221755893	0.000599034	HOMO SAPIENS
NP_001316998.1	0.661501352	PRKD1	0.802941897	0.573832498	HOMO SAPIENS
NP_002733.2	0.034281285	PRKD1	-1.804693227	0.012544147	HOMO SAPIENS
NP_005804.1	0.009045623	PRKD3	2.38012709	0.001930327	HOMO SAPIENS
NP_115971.2	0.007232948	USP32	2.201009944	0.0013811	HOMO SAPIENS
NP_001001992.1	0.249190366	USP16	-0.513820459	0.168242806	HOMO SAPIENS
NP_001191236.1	0.000685413	GC	-4.963483686	3.37E-05	HOMO SAPIENS
NP_001290176.1	0.224951654	WDR61	0.496700432	0.148243058	HOMO SAPIENS
NP_008920.5	0.00074337	RASA4	5.076384352	3.89E-05	HOMO SAPIENS
NP_004389.2	0.060821094	DDX10	-0.946265004	0.02696313	HOMO SAPIENS
NP_612142.2	0.252922072	NUP35	-0.381355813	0.171694268	HOMO SAPIENS
NP_006615.2	0.034284922	ZMYND11	-1.556807759	0.012556456	HOMO SAPIENS
NP_060821.3	0.000531431	FGD6	4.071819161	2.16E-05	HOMO SAPIENS
NP_003787.2	0.535065524	URI1	0.279137528	0.439294851	HOMO SAPIENS
NP_001239570.1	0.530494736	URI1	1.168625542	0.434605871	HOMO SAPIENS
NP_003817.1	0.108126729	NAPG	-0.688365873	0.05772483	HOMO SAPIENS
NP_001035248.1	0.004132227	H2AFY	2.697052039	0.000601202	HOMO SAPIENS
NP_061119.1	0.000125536	H2AFY2	6.250327678	4.03E-07	HOMO SAPIENS
NP_036269.1	0.968751549	DDAH1	0.018637457	0.954780872	HOMO SAPIENS
NP_057322.2	0.000185018	ANAPC7	-5.925435468	2.37E-06	HOMO SAPIENS
NP_001107654.1	0.027815372	IRAK4	1.13143168	0.009462203	HOMO SAPIENS
NP_000149.3	0.722811328	GBE1	0.144024103	0.643708482	HOMO SAPIENS
NP_001619.1	0.000110453	AKR1B1	-8.244224095	2.36E-07	HOMO SAPIENS
NP_000262.2	0.489887224	NPC1	-0.229086172	0.393126002	HOMO SAPIENS
NP_072096.2	0.069116211	GIGYF1	0.985220914	0.032003153	HOMO SAPIENS
NP_001116849.1	0.678461008	PARK7	0.207551469	0.592198122	HOMO SAPIENS
NP_001139580.1	0.034975179	PTGR1	1.305503615	0.012909078	HOMO SAPIENS
NP_060671.3	0.038563767	TBC1D13	0.886308287	0.014770695	HOMO SAPIENS
NP_000913.2	0.036976705	PDE3B	-0.82028648	0.013945577	HOMO SAPIENS
NP_055398.1	0.000652625	LMCD1	10.80645154	3.02E-05	HOMO SAPIENS
NP_001273990.1	0.057798625	RABGEF1	0.930037002	0.025211722	HOMO SAPIENS
NP_005473.1	0.526126914	PIGK	0.213491276	0.429699126	HOMO SAPIENS
NP_001158.2	0.769830616	XIAP	0.106518993	0.69668406	HOMO SAPIENS
NP_005264.2	0.558386583	GNB2	0.410031564	0.463538333	HOMO SAPIENS
NP_001269468.1	0.016134055	GNB1	1.204201006	0.004428177	HOMO SAPIENS
NP_067642.1	0.422978458	GNB4	0.385912534	0.327040026	HOMO SAPIENS
NP_001124479.1	0.001414753	TMEM131L	5.452355376	0.00010989	HOMO SAPIENS
NP_612373.2	0.02988765	PRMT9	-1.149966011	0.010444803	HOMO SAPIENS
NP_001317630.1	0.005883836	AGTPBP1	-1.568294124	0.001024677	HOMO SAPIENS
NP_001010853.1	0.003146951	PM20D2	-2.74597255	0.000390444	HOMO SAPIENS
NP_055449.1	0.387968989	PPM1F	-0.322739004	0.294978248	HOMO SAPIENS
NP_001124321.1	0.016110665	CAB39	-1.041276039	0.004417346	HOMO SAPIENS
NP_001073138.1	0.363937544	CAB39L	-0.501188104	0.272753849	HOMO SAPIENS
NP_001193638.1	0.278534786	PRKAG1	0.583065184	0.194155728	HOMO SAPIENS
NP_001035723.1	0.566526692	PRKAG2	-0.286539943	0.472053868	HOMO SAPIENS
NP_004590.2	0.162004966	SREBF2	-0.483389499	0.097788891	HOMO SAPIENS
NP_003672.1	0.005299801	PDXK	2.259943082	0.000867337	HOMO SAPIENS
NP_001291731.1	0.270153805	RMDN3	-0.477489827	0.186858848	HOMO SAPIENS
NP_001290543.1	0.756786125	SAMD4B	-0.139848628	0.681632483	HOMO SAPIENS
NP_055693.4	0.01964168	PUM3	-1.326247985	0.005900034	HOMO SAPIENS
NP_001311212.1	0.75487265	STAM	0.131754054	0.679495626	HOMO SAPIENS
NP_005834.4	0.016143278	STAM2	1.750567797	0.004435128	HOMO SAPIENS
NP_004555.1	0.722727793	GATB	-0.237550691	0.643568123	HOMO SAPIENS
NP_006400.2	0.263914984	ARPC1A	-0.464859247	0.181191289	HOMO SAPIENS
NP_005711.1	0.076904345	ARPC1B	0.99170493	0.036779994	HOMO SAPIENS
NP_001238817.1	0.287240149	ASPSCR1	-0.409678075	0.202168222	HOMO SAPIENS
NP_060952.2	0.958415871	ASAP1	0.021684722	0.940745188	HOMO SAPIENS
NP_001128663.1	0.023527746	ASAP2	1.210660199	0.007565557	HOMO SAPIENS
NP_064710.4	0.048469433	VPS35L	0.843347029	0.020040757	HOMO SAPIENS
NP_004308.2	0.915975791	ASNA1	-0.04304441	0.882784627	HOMO SAPIENS
NP_919415.2	0.075964032	VAPA	0.92309312	0.036123823	HOMO SAPIENS
NP_003565.4	0.805129097	VAPA	0.378952128	0.739357781	HOMO SAPIENS
NP_036553.2	0.001976611	RLF	2.695106476	0.000189254	HOMO SAPIENS
NP_116759.2	0.145447627	CASP10	0.637562108	0.084937378	HOMO SAPIENS
NP_079408.3	0.101139962	WDR19	0.662827	0.052721756	HOMO SAPIENS
NP_000181.2	0.098433218	HMBS	1.062249735	0.050878725	HOMO SAPIENS
NP_001245137.1	0.011401992	HMBS	-3.095676382	0.002674618	HOMO SAPIENS
NP_001273677.1	0.022891048	MRPS27	-1.050292771	0.007299182	HOMO SAPIENS
NP_001793.1	0.064562329	CDR2	-0.949508481	0.029269906	HOMO SAPIENS
NP_001269785.1	0.555381302	GON4L	0.334851404	0.460283153	HOMO SAPIENS
NP_001185828.1	0.184184374	YY1AP1	-1.303040165	0.114955526	HOMO SAPIENS
NP_620829.1	0.007831394	YY1AP1	6.727294798	0.001560739	HOMO SAPIENS
NP_037397.2	0.016776774	VPS51	-1.020861544	0.004704112	HOMO SAPIENS
NP_002058.2	0.173221478	GNA11	-0.933684706	0.10635824	HOMO SAPIENS
NP_002063.2	0.017318131	GNAQ	-1.789702539	0.004914391	HOMO SAPIENS
NP_001005369.1	0.771839477	MTIF2	0.097436924	0.698642944	HOMO SAPIENS
NP_001098539.1	0.016797958	ACSM2B	-1.851211892	0.004713118	HOMO SAPIENS
NP_001295101.1	0.400231442	ACSM2A	-1.272476147	0.306083497	HOMO SAPIENS
NP_001335021.1	0.119145055	FBXO30	-0.595804671	0.065749453	HOMO SAPIENS
NP_060334.2	0.230632066	INTS8	0.726018213	0.152933731	HOMO SAPIENS
NP_113611.2	0.000464915	NUF2	-4.548882833	1.66E-05	HOMO SAPIENS
NP_001291737.1	0.11475808	BRD1	-0.789714975	0.062512601	HOMO SAPIENS
NP_056510.2	0.026982792	BRPF3	1.715808321	0.009102629	HOMO SAPIENS
NP_001003694.1	0.894409295	BRPF1	0.106513251	0.854978874	HOMO SAPIENS
NP_077305.2	0.328381983	EFHD2	0.411611109	0.239872308	HOMO SAPIENS
NP_079478.1	0.014279316	EFHD1	1.690265247	0.003699386	HOMO SAPIENS
NP_006828.2	0.772737366	COPS5	0.146325099	0.699959816	HOMO SAPIENS
NP_009201.2	0.525025377	FKBP9	-0.350430331	0.428751556	HOMO SAPIENS
NP_079483.3	0.323546065	FLAD1	-0.566199049	0.235572012	HOMO SAPIENS
YP_009742610.1	0.000140232	nsp3	24.20587393	8.99E-07	SARSCOV2_NC_045512.2
NP_001189431.1	0.363843724	NIPSNAP1	-0.662472664	0.272578987	HOMO SAPIENS
NP_001273343.1	0.003157182	TUBGCP4	-1.932772564	0.000392775	HOMO SAPIENS
NP_036443.1	0.605509342	KIN	-0.368595217	0.512604888	HOMO SAPIENS
NP_057386.2	0.030100763	CRBN	-1.004590485	0.010541861	HOMO SAPIENS
NP_055545.1	0.446196288	MLEC	0.383398771	0.349267923	HOMO SAPIENS
NP_006139.1	0.088010315	LASP1	0.763940038	0.043892694	HOMO SAPIENS
NP_001148.1	0.031088334	ANXA11	1.176117228	0.011043793	HOMO SAPIENS
NP_001003954.1	0.017161946	ANXA13	3.575550715	0.004854406	HOMO SAPIENS
NP_001245301.1	0.004733858	SPATA20	2.159159137	0.000740539	HOMO SAPIENS
NP_001161400.1	0.11528109	IL1RAP	1.294500344	0.06285955	HOMO SAPIENS
NP_001095124.1	0.037173302	CXXC1	0.900620717	0.014090842	HOMO SAPIENS
NP_060762.3	0.123508456	QRSL1	-0.585826395	0.069025399	HOMO SAPIENS
NP_115580.2	0.475841529	ASCC2	-0.414617492	0.378901195	HOMO SAPIENS
NP_001161937.1	0.000305037	MAP7D2	-4.172599033	7.18E-06	HOMO SAPIENS
NP_002740.2	0.043397332	MAPK7	1.117494438	0.017369232	HOMO SAPIENS
NP_001002019.1	0.119010078	PUS1	-0.746896542	0.065664104	HOMO SAPIENS
NP_060439.2	0.485700353	IWS1	-0.239549714	0.388879472	HOMO SAPIENS
NP_037367.3	0.815625681	DROSHA	-0.138910394	0.752016195	HOMO SAPIENS
NP_001128659.1	0.857041073	AGFG1	0.059615538	0.804395158	HOMO SAPIENS
NP_001284707.1	0.109722696	NMNAT1	1.414796236	0.058857273	HOMO SAPIENS
NP_001012496.1	0.075492505	U2AF2	1.01985654	0.035816908	HOMO SAPIENS
NP_612432.2	0.040763411	CASC4	1.042968589	0.015913208	HOMO SAPIENS
NP_001289936.1	0.003944793	DDAH2	1.849485171	0.000556649	HOMO SAPIENS
NP_001244118.1	0.005241273	DDX56	-3.241051805	0.000853453	HOMO SAPIENS
NP_001278623.1	0.004291703	NR2C2	2.495447732	0.000638059	HOMO SAPIENS
NP_003289.2	0.000581362	NR2C2	6.443812636	2.48E-05	HOMO SAPIENS
NP_002809.2	0.181906244	PSME2	0.647886948	0.113185	HOMO SAPIENS
NP_443157.1	0.085071948	LENG8	1.19396337	0.041984668	HOMO SAPIENS
NP_001189367.1	0.001556483	EDRF1	-3.979452773	0.000126439	HOMO SAPIENS
NP_056147.2	0.002330584	NUDCD3	-2.90486142	0.000246114	HOMO SAPIENS
NP_001255213.1	0.002385048	LRRC8E	2.986926475	0.000254483	HOMO SAPIENS
NP_001120716.1	0.009936209	LRRC8A	2.303945884	0.002196559	HOMO SAPIENS
NP_115646.2	0.34291577	LRRC8C	-0.353725003	0.252617121	HOMO SAPIENS
NP_001127948.1	0.052819329	LRRC8B	2.067332673	0.022400763	HOMO SAPIENS
NP_006205.1	0.000333482	PHYH	-4.576335252	8.80E-06	HOMO SAPIENS
NP_001310011.1	0.005496112	PHYH	-6.783641329	0.000922744	HOMO SAPIENS
NP_001306070.1	0.070010605	AK2	-1.171268207	0.03252592	HOMO SAPIENS
NP_620147.1	0.497705102	LEO1	-0.344508137	0.401580239	HOMO SAPIENS
NP_001317585.1	0.017024367	APBB2	2.144689328	0.004800717	HOMO SAPIENS
NP_001159522.1	0.447484884	APBB2	1.479212049	0.350685032	HOMO SAPIENS
NP_001155.1	0.002288313	APBB1	3.832936299	0.000237896	HOMO SAPIENS
NP_001153505.1	0.000870595	SGO2	-4.139584987	5.29E-05	HOMO SAPIENS
NP_852136.1	0.130228357	RFC2	-0.546514049	0.074159795	HOMO SAPIENS
NP_001257904.1	0.901264685	IST1	-0.059927749	0.863917645	HOMO SAPIENS
NP_001186231.1	0.510899615	CNOT2	-0.283290827	0.414184957	HOMO SAPIENS
NP_000629.3	0.064782769	VTN	1.034358674	0.029428974	HOMO SAPIENS
NP_001333393.1	0.048889394	ANO10	0.963038758	0.020270602	HOMO SAPIENS
NP_001191763.1	0.432274249	ANO10	-0.997994501	0.336044922	HOMO SAPIENS
NP_001243068.1	0.084861256	CAPG	0.992458449	0.04185745	HOMO SAPIENS
NP_001015877.1	0.042228973	PHF6	0.80717519	0.016762852	HOMO SAPIENS
NP_056480.1	0.009515047	AAAS	-1.409908426	0.002077881	HOMO SAPIENS
NP_001924.2	0.033065607	DLST	1.011061544	0.011996037	HOMO SAPIENS
NP_079094.1	0.28901033	UBA5	0.422342507	0.203878467	HOMO SAPIENS
NP_001013454.1	0.048437351	MPST	-1.133264004	0.020019634	HOMO SAPIENS
NP_001336053.1	0.010367662	NKTR	1.230547683	0.002335468	HOMO SAPIENS
NP_001007794.1	0.092695219	BUB3	-0.706149644	0.047007543	HOMO SAPIENS
NP_001180573.1	0.801951848	PEX19	-0.092327747	0.735126992	HOMO SAPIENS
NP_997006.1	0.99013576	GAB1	-0.005819642	0.986923722	HOMO SAPIENS
NP_001341935.1	0.12422875	NPM1	0.776453735	0.069564018	HOMO SAPIENS
NP_001341936.1	0.201465924	NPM1	1.33888178	0.128922745	HOMO SAPIENS
NP_004292.1	0.553131827	ACTL6A	0.238019064	0.458014963	HOMO SAPIENS
NP_057272.1	0.022788702	ACTL6B	3.942039447	0.007244711	HOMO SAPIENS
NP_057594.4	0.864941117	SCLY	0.060133866	0.816073049	HOMO SAPIENS
NP_001139019.1	0.168107809	RBM17	0.716528707	0.102374526	HOMO SAPIENS
NP_000775.1	0.0266086	CYP27A1	1.335263806	0.008939965	HOMO SAPIENS
NP_001137160.1	0.123343733	DIS3L	-0.650327832	0.068831436	HOMO SAPIENS
NP_001310250.1	0.075411636	MAPK8	0.755474365	0.035744124	HOMO SAPIENS
NP_002743.3	0.775791603	MAPK9	-0.18681784	0.703990518	HOMO SAPIENS
NP_004791.1	0.668761548	TM9SF2	0.189649055	0.581595475	HOMO SAPIENS
NP_001123578.1	0.002885374	HSPBP1	-2.906931924	0.000341578	HOMO SAPIENS
NP_056399.1	0.760586197	POLDIP2	-0.124345802	0.685888246	HOMO SAPIENS
NP_003304.1	0.208553634	TSTA3	0.541562653	0.13477179	HOMO SAPIENS
NP_004690.1	0.032818234	FAM50A	-1.295682322	0.011865008	HOMO SAPIENS
NP_036267.1	0.019895909	FAM50B	-1.703337994	0.006005455	HOMO SAPIENS
NP_001157569.1	0.033100215	VCAN	1.125918694	0.012018315	HOMO SAPIENS
NP_064647.1	0.01146999	ARRB1	-1.4567294	0.002695804	HOMO SAPIENS
NP_004044.3	0.018820108	BYSL	-1.917332757	0.005532783	HOMO SAPIENS
NP_004250.4	0.544178455	RECQL5	-0.286168693	0.448515101	HOMO SAPIENS
NP_116249.2	0.000140232	LTV1	-7.3471473	8.54E-07	HOMO SAPIENS
NP_065991.3	0.294259028	FAM160B1	0.371655973	0.208608057	HOMO SAPIENS
NP_001341179.1	0.015878191	FAM160B2	2.145381719	0.004332368	HOMO SAPIENS
NP_001317622.1	0.000185018	CEP78	-5.924676281	2.41E-06	HOMO SAPIENS
NP_000938.2	0.008326005	PRIM2	-1.943119404	0.001708366	HOMO SAPIENS
NP_057300.2	0.058416982	DBR1	0.882092852	0.025566761	HOMO SAPIENS
NP_037395.2	0.015653999	BRD7	1.336285544	0.004244983	HOMO SAPIENS
NP_001304106.1	0.855288797	CHCHD3	-0.058204189	0.802438257	HOMO SAPIENS
NP_068806.1	0.079834005	GMPPB	-0.850174621	0.038590808	HOMO SAPIENS
NP_009217.3	0.000675883	SYNPO	3.552199684	3.22E-05	HOMO SAPIENS
NP_001103444.1	0.004054979	SYNPO	6.77402337	0.00058034	HOMO SAPIENS
NP_060136.1	0.812215506	ZNF280C	0.107773453	0.747528717	HOMO SAPIENS
NP_001002843.1	0.08740731	ZNF280D	1.362559703	0.043536116	HOMO SAPIENS
NP_542942.2	0.062129886	ZNF280B	-2.642480192	0.027798531	HOMO SAPIENS
NP_001007068.1	0.161701812	SDCBP	0.567413214	0.097573081	HOMO SAPIENS
NP_001007070.1	0.337515835	SDCBP	1.207952759	0.247838161	HOMO SAPIENS
NP_786924.2	0.821116604	UBR7	-0.093220197	0.759321878	HOMO SAPIENS
NP_001350660.1	0.706147284	TM9SF4	0.184370157	0.623969684	HOMO SAPIENS
NP_055830.1	0.000261672	KDM4B	4.453200386	5.45E-06	HOMO SAPIENS
NP_006254.1	0.988575133	PSME1	0.004988512	0.983964168	HOMO SAPIENS
NP_004790.2	0.003221136	ZFYVE9	-3.300145864	0.000406698	HOMO SAPIENS
NP_060517.1	0.987497371	RBM22	-0.006076843	0.981728857	HOMO SAPIENS
NP_055819.2	0.62057613	EXOSC7	0.179649278	0.529002495	HOMO SAPIENS
NP_065746.3	0.794570419	REXO1	0.105431262	0.726833218	HOMO SAPIENS
NP_060566.2	0.523480393	NLE1	-0.287023749	0.427107633	HOMO SAPIENS
NP_003120.2	0.000840019	SQLE	-3.851325879	4.95E-05	HOMO SAPIENS
NP_078888.4	0.522581455	DHX40	0.34801791	0.426231095	HOMO SAPIENS
NP_001189399.1	0.016612966	RPS10-NUDT3	-1.395782224	0.00463392	HOMO SAPIENS
NP_001005.1	0.05390233	RPS10	-1.699872614	0.023025092	HOMO SAPIENS
NP_006694.1	0.115406764	NUDT3	1.599290309	0.062980745	HOMO SAPIENS
NP_060299.4	0.199131258	HDHD5	-0.743752449	0.126901647	HOMO SAPIENS
NP_002950.3	0.021353197	SORT1	-1.764778433	0.006609045	HOMO SAPIENS
NP_001129515.1	0.217491041	INTS14	0.618009493	0.142155289	HOMO SAPIENS
NP_001284636.1	0.002296241	CAMSAP2	2.006190421	0.000239067	HOMO SAPIENS
NP_612361.1	0.042438167	SAMD1	1.122128243	0.016873006	HOMO SAPIENS
NP_001191379.1	0.000150637	CCPG1	-7.281872979	1.16E-06	HOMO SAPIENS
NP_001106177.1	0.000839116	SCIN	-3.662338481	4.90E-05	HOMO SAPIENS
NP_060017.1	0.003161177	FOXRED1	-1.833627597	0.000394388	HOMO SAPIENS
NP_001996.1	0.000286869	FES	5.987854134	6.55E-06	HOMO SAPIENS
NP_001120925.1	0.004556605	GSDME	1.952468676	0.000699545	HOMO SAPIENS
NP_006442.2	0.358725966	PAIP1	0.293689894	0.267713583	HOMO SAPIENS
NP_899152.1	0.942293054	PAIP1	0.061848287	0.917351015	HOMO SAPIENS
NP_001171657.1	0.182693846	PIGT	-0.601157686	0.113791786	HOMO SAPIENS
NP_001002010.2	0.308818345	NT5C3A	-0.572344683	0.222177139	HOMO SAPIENS
NP_001668.1	0.056621788	ATP1B1	-0.731816999	0.024543343	HOMO SAPIENS
NP_000840.2	0.404933602	GSTM3	-0.326445421	0.310389959	HOMO SAPIENS
NP_000839.1	0.041953347	GSTM2	-1.260577009	0.01661132	HOMO SAPIENS
NP_000552.2	0.616141394	GSTM1	0.301727047	0.524192582	HOMO SAPIENS
NP_000841.1	0.03588044	GSTM4	-2.083995186	0.013414228	HOMO SAPIENS
NP_006741.1	0.322827114	SNTB2	-0.415860753	0.234879538	HOMO SAPIENS
NP_037457.3	0.00357226	ATG4B	-2.132202453	0.000476367	HOMO SAPIENS
NP_004926.1	0.008999086	CDK5	1.824313042	0.001915107	HOMO SAPIENS
NP_001032420.1	0.602737204	CDKL5	-0.227424727	0.50974736	HOMO SAPIENS
NP_071381.1	0.012346638	XPNPEP3	-1.279485556	0.002972843	HOMO SAPIENS
NP_060979.2	0.247617603	LRRC59	-0.48050904	0.166841287	HOMO SAPIENS
NP_775840.3	0.024691764	UBN2	0.991419744	0.008084096	HOMO SAPIENS
NP_001104488.1	0.038767073	NAV2	-1.028123204	0.014886188	HOMO SAPIENS
NP_001019554.1	0.000305227	NAV3	-10.94836743	7.37E-06	HOMO SAPIENS
NP_065176.3	0.157857932	NAV1	2.141031861	0.094605256	HOMO SAPIENS
NP_001263990.1	0.087018226	MFF	-0.928060797	0.043305622	HOMO SAPIENS
NP_001263991.1	0.814872218	MFF	0.572962674	0.751179464	HOMO SAPIENS
NP_001243692.1	0.772479937	FAM49B	-0.146995632	0.699645712	HOMO SAPIENS
NP_110424.1	0.001389226	FAM49A	-4.232494289	0.000106639	HOMO SAPIENS
NP_001275743.1	0.200901396	MROH1	0.411942063	0.128433079	HOMO SAPIENS
NP_060544.2	0.913458807	YJU2	0.067673197	0.879691847	HOMO SAPIENS
NP_001186040.1	0.100157841	MDH1	-0.78220959	0.052044413	HOMO SAPIENS
NP_060018.1	0.02537384	CDV3	1.207632752	0.008406995	HOMO SAPIENS
NP_057390.1	0.060257648	DNAJB11	-0.709116614	0.026619845	HOMO SAPIENS
NP_066953.1	0.772737366	PPIA	0.191805428	0.700019931	HOMO SAPIENS
NP_001287910.1	0.000428911	PPIA	11.98244371	1.48E-05	HOMO SAPIENS
NP_001129261.2	0.162407109	PPIAL4C	-8.759727899	0.098087609	HOMO SAPIENS
NP_003968.3	0.065722045	AIP	-0.972054735	0.029996971	HOMO SAPIENS
NP_060228.3	0.417125275	ALKBH5	-0.317515513	0.321600693	HOMO SAPIENS
NP_001077432.1	0.163716254	TDRKH	0.488173409	0.099012769	HOMO SAPIENS
NP_001129665.1	0.029025548	FASTKD2	-1.169929725	0.010002795	HOMO SAPIENS
NP_694997.2	0.01496929	EML3	1.551036571	0.003971614	HOMO SAPIENS
NP_001287722.1	0.038984852	EML3	3.215436769	0.015023188	HOMO SAPIENS
NP_001278963.1	0.04092528	TAB2	0.980855132	0.016021706	HOMO SAPIENS
NP_149112.1	0.479017531	ANKRD13A	0.327769158	0.381867389	HOMO SAPIENS
NP_997237.2	0.473281493	ANKRD13D	0.36060789	0.376322025	HOMO SAPIENS
NP_001002030.1	0.531967401	ECHDC1	-0.271662722	0.436265708	HOMO SAPIENS
NP_001310232.1	0.00015661	AURKA	-8.283714874	1.64E-06	HOMO SAPIENS
NP_001278928.1	0.082582447	NCK1	0.687638884	0.040364093	HOMO SAPIENS
NP_000195.2	0.113616563	CFI	-0.723428825	0.061578601	HOMO SAPIENS
NP_002782.1	0.154772071	PSMA6	0.704630079	0.092035418	HOMO SAPIENS
NP_001135943.1	0.428602984	INTS12	0.56706295	0.33271891	HOMO SAPIENS
NP_057123.1	0.047057739	RTRAF	0.742945938	0.019319616	HOMO SAPIENS
NP_000511.2	0.99013576	HEXA	-0.01011166	0.986712369	HOMO SAPIENS
NP_001350327.1	0.000379784	CADPS2	-4.678808616	1.21E-05	HOMO SAPIENS
NP_003707.2	0.105461465	CADPS	2.853940167	0.05577252	HOMO SAPIENS
NP_116764.2	0.001014669	CASP2	-4.417179295	6.73E-05	HOMO SAPIENS
NP_000422.1	0.081546088	MVK	-1.112765294	0.039607948	HOMO SAPIENS
NP_001713.2	0.074458248	POLR3D	-0.812824968	0.035217474	HOMO SAPIENS
NP_055984.1	0.445208344	RRS1	0.38492099	0.348250777	HOMO SAPIENS
NP_001012339.2	0.146437822	DNAJC21	-0.85538097	0.08572948	HOMO SAPIENS
NP_001139490.1	0.037693379	TJAP1	-1.066997631	0.014367246	HOMO SAPIENS
NP_001077086.1	0.640407188	RB1CC1	-0.377162264	0.550214755	HOMO SAPIENS
NP_001139626.1	0.610074179	PTGR2	0.323894274	0.517081857	HOMO SAPIENS
NP_443131.2	0.024749868	GPRIN1	2.053689447	0.008112156	HOMO SAPIENS
NP_076417.2	0.063034548	AACS	-0.856837042	0.028341382	HOMO SAPIENS
NP_001315593.1	0.001757319	ARHGAP29	-2.583457633	0.000157671	HOMO SAPIENS
NP_003666.1	0.413815286	PRPF18	0.274121083	0.318457445	HOMO SAPIENS
NP_001018119.1	0.10348244	PIR	-1.040696847	0.05431978	HOMO SAPIENS
NP_631908.1	0.102859155	TRUB1	-0.66853892	0.053889335	HOMO SAPIENS
NP_002583.1	0.005489221	PCNA	-1.500005298	0.000915872	HOMO SAPIENS
NP_001290072.1	0.013988274	HAUS3	-1.679758851	0.00359921	HOMO SAPIENS
NP_060366.1	0.282803997	GID8	-0.62247648	0.1979931	HOMO SAPIENS
NP_005679.2	0.040120844	ABCC5	0.995478676	0.01562398	HOMO SAPIENS
NP_000383.2	0.0064898	ABCC2	-2.990254061	0.00118411	HOMO SAPIENS
NP_060417.3	0.350379834	MOCOS	-0.492728553	0.259298986	HOMO SAPIENS
NP_001028755.2	0.061207293	ACOT9	0.731850973	0.027234899	HOMO SAPIENS
NP_079348.1	0.480773779	PTGES2	0.457264478	0.383442979	HOMO SAPIENS
NP_733779.1	0.920759296	SKP1	-0.047484676	0.889074752	HOMO SAPIENS
NP_001180412.1	0.653960977	LIMS1	0.210897344	0.565023239	HOMO SAPIENS
NP_060450.2	0.005366856	LIMS2	-8.301329019	0.000884189	HOMO SAPIENS
NP_001138416.1	0.032373947	MYL12B	0.987101688	0.011657103	HOMO SAPIENS
NP_006088.2	0.128417601	MYL9	1.470685648	0.072771603	HOMO SAPIENS
NP_004083.3	0.289177359	ECHS1	-0.33552702	0.204055327	HOMO SAPIENS
NP_872620.1	0.05960392	GPATCH4	-1.16483953	0.026264213	HOMO SAPIENS
NP_001310.3	0.992749733	CSNK1G2	-0.005405991	0.990484422	HOMO SAPIENS
NP_001351069.1	0.580745641	CSNK1G3	0.509105671	0.486499041	HOMO SAPIENS
NP_001316534.1	0.265289549	CSNK1G1	0.727257412	0.182501582	HOMO SAPIENS
NP_056449.1	0.082582447	KIF1BP	-1.24951138	0.04035732	HOMO SAPIENS
NP_000933.1	0.098036182	PPIB	-0.792036369	0.050592969	HOMO SAPIENS
NP_115553.2	0.917877103	PHAX	-0.046051831	0.885119551	HOMO SAPIENS
NP_001138825.1	0.002067076	ELF1	4.516110162	0.000202118	HOMO SAPIENS
NP_001317965.1	0.003161177	ELF2	3.79280269	0.000393947	HOMO SAPIENS
NP_006209.2	0.373328076	PIK3CA	0.382730679	0.281767969	HOMO SAPIENS
NP_005863.1	0.542526405	BCAS2	-0.209409561	0.446913602	HOMO SAPIENS
NP_001268382.1	0.206795589	MBD3	-0.680967411	0.13299395	HOMO SAPIENS
NP_060672.2	0.029524797	MACO1	-1.294123738	0.010258646	HOMO SAPIENS
NP_001186127.1	0.176449898	TBC1D23	0.474944042	0.108855865	HOMO SAPIENS
NP_057038.2	0.299474332	DERA	0.491496526	0.213562702	HOMO SAPIENS
NP_003478.1	0.956244266	TAF15	-0.030356867	0.937217135	HOMO SAPIENS
NP_001164105.1	0.008557171	FUS	-1.500801691	0.001772981	HOMO SAPIENS
NP_054829.2	0.168856751	PPP1R8	0.895220748	0.103046389	HOMO SAPIENS
NP_055634.3	0.000714415	PJA2	-4.453329825	3.57E-05	HOMO SAPIENS
NP_056377.1	0.005072416	UBXN7	1.669865517	0.000817624	HOMO SAPIENS
NP_036277.2	0.017841014	DTYMK	-1.59975927	0.005124262	HOMO SAPIENS
NP_653296.2	0.00548561	BROX	1.897835784	0.000914268	HOMO SAPIENS
NP_001275510.1	0.54406973	BROX	-0.905224676	0.44837583	HOMO SAPIENS
